Loving,2.5,-1,-1,-1,1,-1,2,-1,1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Max Fury Road,4,1,-1,1,0,0,2,0,1,1,-2,-1,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,-2,0,-1,-1,-1,1,-1,0,-1,-1,1,-1,1,1,-1,1,,,,,,,,,,,,,,,,,,,
Maggies Plan,3.5,0,1,1,1,-1,1,0,1,0,1,1,-1,1,1,1,-1,1,-1,1,-1,0,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnificent Seven,3,1,0,0,0,-1,0,0,-1,-1,-1,1,0,1,0,1,0,-1,-1,0,0,-1,-1,-1,-1,1,1,-1,-2,2,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,
Man Down,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-2,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manchester By The Sea,4,-1,2,0,1,1,-1,1,-1,1,0,-1,-1,1,2,0,-1,-1,2,-1,1,-1,1,2,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,2,,,,,,,,,,,,,,,,,,,,,,
Maps to the Stars,2,1,1,1,1,-1,-1,-1,1,1,-1,-1,-2,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauders,3,-1,-1,-1,-1,-1,1,-1,0,-1,1,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marfa Girl,2,-1,1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-2,-1,-1,-1,-1,1,-1,-1,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Felt,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1,-1,0,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall,3,1,0,1,-1,1,0,-1,-1,-2,-1,-1,1,1,-1,-1,-1,2,-1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maudie,3.5,0,-1,-2,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,0,-1,1,-1,-1,-1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Mayhem,3.5,1,1,1,-2,-1,1,2,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McFarland USA,3,-1,2,-1,0,-1,1,-1,-1,1,-1,-1,0,0,0,-1,-1,-1,-1,2,-1,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me and Earl and the Dying Gril,4,1,0,0,1,-1,-1,1,1,0,-1,-1,1,-1,2,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-2,-1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me Before You,2,-1,-2,-1,-1,-1,-2,0,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadowland,3,-1,1,0,0,1,0,-2,1,1,-1,0,-1,-1,0,1,-1,1,-1,0,1,-1,-1,1,-1,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mean Dreams,3.5,1,0,-1,-1,-1,1,1,-1,-2,-1,-1,-1,-1,1,-2,1,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megan Leavey,3.5,0,-1,0,-1,1,-1,2,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-2,1,2,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meru,3.5,1,1,-1,0,-1,-1,0,-1,-1,-1,2,2,1,0,1,1,1,-1,-1,-1,0,0,-1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyerowitz Stories,3.5,-1,1,0,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbe and Gasoline,3,2,-1,0,1,0,1,1,1,1,1,-1,-1,0,1,1,1,-1,-1,-1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Special,3.5,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,1,-1,1,1,2,0,1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Ahead,3,2,-1,1,1,0,2,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Peregrine,1.5,-1,0,1,-2,-1,-1,-1,-1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Sloane,3.5,0,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,0,1,0,0,-2,-1,-1,-1,0,-1,-1,1,1,-1,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission Impossible Rogue Nation,3.5,-1,1,0,0,-1,-1,2,-1,-1,-1,1,-1,-2,1,0,2,-1,-1,-1,-1,-1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Grind,3.5,-2,0,-1,-2,0,-1,-1,-1,1,1,0,1,0,1,1,1,-1,0,0,0,-1,-1,-1,1,1,-1,-2,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistres America,2.5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,0,-1,0,-1,0,-2,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moana,3.5,1,0,0,-1,1,0,0,1,-1,-1,-1,2,-1,2,2,1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
Mockingjay Part 2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mojave,4,-1,-1,0,0,0,0,0,0,0,-1,2,2,2,-1,0,-1,-2,-1,0,-1,-1,-1,1,0,-1,1,0,-1,1,1,-1,-1,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Money Monster,3.5,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonlight,4,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,0,1,-1,-1,1,0,0,1,1,1,2,2,-1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonwalkers,3,-1,1,-1,0,0,-1,-1,0,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morghan,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,0,1,0,-1,-1,-1,0,0,0,-1,-2,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,,,,,,,,,,,,,,,,,,,,
mother!,2,0,1,0,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,0,1,-1,-1,0,-2,-1,-1,-2,-1,-1,-1,-1,0,0,-1,1,0,0,-1,-1,0,1,-1,-1,-1,1,0,1,,,,,,,,,,,,,,
Mothers Day,0,-1,0,1,0,-1,-1,1,-1,0,-1,0,0,0,-1,0,0,-1,1,1,-1,-1,0,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,-1,-1,1,-1,0,0,-1,1,0,-1,-1,-1,0,1,0,-1
Mountain Between Us,1.5,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,2,-1,-2,-1,-1,1,0,0,0,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-2,-1,-1,0,-1,0,-1,-1,0,,,,,,,,
Movement and Locomotion,3.5,-1,-1,0,-1,1,-2,1,-1,0,0,-1,0,-1,1,-1,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Right,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudbound,3.5,-1,1,-1,-1,-1,-1,-2,-1,-2,0,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder on the Orient Express,2.5,-1,-1,-1,1,-1,0,1,1,-1,-1,-2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,2,1,-1,-1,-1,1,-1,0,-1,1,-1,0,1,-1,0,,,,,,,,,,,,,,,,,,,,
My Big Fat Greek Wedding 2,3,-1,-1,0,2,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-2,1,0,1,1,1,-1,0,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighbors 2,1.5,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-2,1,-1,-1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,
Nerve,2,-1,0,-1,-1,-1,-1,0,-1,0,-1,1,-1,-1,0,0,-1,2,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,,,,,,,,,,,,,,,
No Escape,3,-1,-1,-1,-1,-1,-1,0,-1,0,-2,-1,-1,-1,-1,-2,-1,0,-1,1,-1,-1,0,0,0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nocturnal Animals,2,1,-1,2,1,1,-1,1,-1,1,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,
Norman,3.5,-1,0,1,-1,1,-1,1,-1,-1,-1,1,0,1,1,1,1,0,0,1,1,-1,1,0,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not A Stranger,3,-1,0,1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,0,0,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,2,0,2,1,-1,-1,-1,1,,,,,,,,,,,,,,,
Now You See Me 2,1.5,-2,-1,-1,1,-1,0,1,-2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-2,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Obit,3.5,0,0,0,-1,-1,-1,1,-1,1,-1,0,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Christmas Party,2,-1,1,-1,-2,-1,1,-1,0,-1,0,1,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,-1,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okja,3,-1,-1,0,-1,0,0,-1,1,-1,-1,2,0,0,-1,1,-1,1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
Once Upon A Time In Venice,3,2,-1,-1,-1,-1,-1,1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only The Brave,3.5,-1,-1,1,0,0,0,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other People,3.5,-1,1,0,-1,1,-1,1,-1,0,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottoman Leutenant,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,0,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Brand is Crisis,2,0,-1,-1,-1,1,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-2,0,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Souls at Night,3.5,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,0,-1,1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,-1,-1,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Paper Towns,3.5,1,0,-1,-1,0,-1,-2,-1,1,-1,1,0,-1,0,1,1,-1,1,1,-1,-1,0,0,0,-1,-1,-1,1,0,1,-1,1,-1,-1,0,0,-1,,,,,,,,,,,,,,,,,,,,
Paris Cqn Wait,2,-1,1,2,-1,-1,1,-1,1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
Passengers,1.5,-1,0,0,1,0,-1,-1,0,-1,-2,1,-1,1,-1,-1,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Paterson,3.5,-2,1,1,-1,1,0,-1,-1,-1,1,0,1,1,1,0,-1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots Day,3.5,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,-1,-1,0,2,1,-1,-1,2,2,0,1,1,-1,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Patti Cakes,3,-1,0,0,1,-1,-1,-1,-1,2,1,-1,-1,-2,-1,-1,0,1,1,-1,0,-1,1,0,2,1,1,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawn Sacrifice,4,0,0,-1,0,0,-1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,-1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeeWees Big Holiday,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,0,0,0,-1,-2,1,-1,-1,0,-1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Shopper,4,-1,0,0,0,2,1,1,-1,-2,1,-1,-1,0,0,-1,-1,-1,2,1,-1,-1,-1,1,1,1,2,0,0,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,
Pilgrimage,3,-1,1,1,0,2,0,-1,1,0,1,-1,0,-1,-1,1,0,-1,-1,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitch Perfecty 2,2,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,2,1,-1,0,-1,-1,-1,1,0,-1,1,0,0,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,-1,-1,,,,,,,,,,,,,,,,,,
Pixels,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popstar,3.5,-2,0,0,-1,1,1,0,-1,0,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,1,-1,-2,0,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predestination,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pride Predjudice Zombies,3,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,-2,-1,-1,-1,1,1,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,
Queen of Katwe,3,0,1,-1,-1,1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen of the Desert,2,0,0,-1,-1,-1,-1,-1,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens Horses,3.5,-1,-1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Race,2,1,0,1,-1,1,1,0,-1,0,-1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Life of ROcky,3.5,-1,1,-1,1,-1,-1,0,2,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebel in the Rye,3,1,0,-1,-2,0,0,-1,1,1,1,0,0,-1,-1,0,0,1,-1,-1,1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Army,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remember,2,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resuots,3,1,0,0,-1,1,-1,0,-1,-1,-1,0,-1,-1,0,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,2,1,-1,1,1,-1,1,2,1,-1,,,,,,,,,,,,,,,,,,,,
Ricki and the Flash,3,1,1,-1,0,1,1,1,0,1,-1,0,0,-1,1,-1,-1,1,0,-1,-1,1,1,0,-1,-1,-1,1,-1,0,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Ride Along 2,2,-1,-1,-1,1,-1,0,1,1,1,-1,-2,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,2,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Risen,2,-1,-1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk,3.5,-1,0,-1,0,-1,1,-2,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road Hard,3,-1,1,0,-1,-1,-1,0,-1,-1,-1,0,2,-1,0,-1,1,-1,-1,-1,0,-1,1,2,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock The Kasbah,1,-1,1,-1,-2,0,1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,-1,-1,1,0,-1,0,-1,-1,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogue One,3.5,1,2,1,-1,-1,1,1,1,-2,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,0,1,,,,,,,,,,,,,,,,
Rolling Papers,3,-1,-1,0,-1,-1,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Room,4,0,-1,1,2,-1,1,0,1,1,-1,1,-1,1,0,-1,1,-1,0,2,-1,1,1,-1,-1,0,0,2,1,2,1,1,-1,1,-1,2,,,,,,,,,,,,,,,,,,,,,,
Rough Night,1.5,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-2,-2,0,0,0,-1,-1,0,-1,0,-1,-1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,
Rules Dont Apply,3.5,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Run All Night,3.5,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,2,-1,1,-1,-1,-2,1,1,1,-1,-1,-1,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
Running Back,4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sausage Party,3,-1,-1,-1,-1,-1,-1,-1,-2,-1,0,0,1,-1,-1,0,1,-2,-1,1,1,-1,1,-1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score,3,-1,1,0,1,-1,0,0,0,1,-1,0,1,1,1,0,-1,1,-1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secret in their Eyes,3.5,-1,1,1,-1,-2,1,1,-1,-1,-1,1,-1,0,2,-1,-1,-1,1,-1,-1,-1,0,-1,1,1,1,-1,-1,1,1,2,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,
Secret Life of Pets,2,0,-1,0,1,0,-1,0,0,1,-1,1,-1,1,-1,-1,1,0,-1,1,-1,-1,1,1,-1,0,-1,1,0,-1,1,0,-1,0,0,-1,-1,-1,1,-1,1,0,1,1,1,-1,1,1,-1,1,1,-1,,,,,,
Self Less,2,-1,-1,0,0,-1,0,-1,1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,1,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selma,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serena,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seventh Son,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai,2,0,0,-1,-1,-1,-1,-1,0,2,-2,-1,-1,-1,0,1,1,-1,1,0,-1,-1,1,-1,0,2,0,-1,-1,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shes Funny That Way,2,-1,1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,0,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicario,4,1,0,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-2,1,2,-1,1,-1,1,1,-1,-1,2,1,1,-1,2,,,,,,,,,,,,,,,,,,,,,,,,
Silence,4,1,0,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-2,0,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisters,1.5,1,1,1,1,-2,1,-1,-1,-1,-1,-2,0,-1,-1,1,-1,-2,2,-1,1,0,-1,-1,-1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleeping With Other People,3.5,1,1,-1,-1,1,2,-1,1,-1,0,-1,-1,0,-1,-1,-1,1,2,-1,-1,-1,1,-1,-1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleight,3.5,1,2,1,1,1,1,2,1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,1,1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snatched,2,-1,1,0,-1,-1,1,-2,2,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,0,1,-1,1,2,0,-1,2,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Snowden,3,0,0,0,-1,1,-1,2,-1,-2,1,-1,-2,-1,-1,-1,1,-1,0,-1,-1,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Son of Saul,4,1,2,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song to Song,2,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southbound,3.5,-1,-1,-1,1,2,1,1,1,-1,-1,-2,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Southpaw,3.5,-1,-1,0,-1,1,-1,0,1,0,-1,0,-1,0,-1,-1,-1,-1,1,-1,0,-1,1,0,-1,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,,,,,,,,,,,,,,,,
Southside With You,3.5,-1,0,2,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,-1,-1,0,0,-1,1,1,-1,2,2,-1,-1,1,-1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,
Spectre,3,-1,0,1,-1,-1,1,2,1,-1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,1,-1,0,1,1,1,0,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,
Spiderman Homecoming,3.5,-1,-1,0,1,1,-1,0,-1,1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,1,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,
Spielberg,4,1,1,2,0,1,1,-1,1,1,-1,-1,0,0,0,1,-1,1,-1,1,1,-1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split,3.5,2,0,0,-1,-1,0,-1,2,1,1,-1,1,-1,-1,0,2,-1,1,-1,-2,-1,1,1,-1,-1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spotlight,3.5,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,-2,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spy,3,-1,-2,0,1,0,1,0,-1,0,-1,1,-1,-1,-1,1,-2,-1,-1,0,0,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,
Star Trek Beyond,3,1,-1,-1,1,-1,-1,1,0,0,-1,0,1,-1,1,-1,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,1,1,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Star Wars The Force Awakesn,4,1,1,2,1,-1,0,-1,1,0,-1,-1,0,-1,1,1,1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,1,1,-1,2,1,1,-1,1,0,0,-1,,,,,,,,,,,,,,,,,,,
Steve Jobs,3.5,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,1,-1,-1,1,-1,1,-1,0,-1,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
